date_from,date_to,location,product,cap_price_kes,month_from
2025-02-15,2025-03-14,Kapcherop,Diesel (AGO),168.1,2025-02-01
2025-03-15,2025-04-14,Kapcherop,Diesel (AGO),168.1,2025-03-01
2025-04-15,2025-05-14,Kapcherop,Diesel (AGO),165.9,2025-04-01
2025-05-15,2025-06-14,Kapcherop,Diesel (AGO),165.9,2025-05-01
2025-06-15,2025-07-14,Kapcherop,Diesel (AGO),163.91,2025-06-01
2025-07-15,2025-08-14,Kapcherop,Diesel (AGO),172.48,2025-07-01
2025-08-15,2025-09-14,Kapcherop,Diesel (AGO),172.48,2025-08-01
2025-09-15,2025-10-14,Kapcherop,Diesel (AGO),172.38,2025-09-01
2025-10-15,2025-11-14,Kapcherop,Diesel (AGO),172.38,2025-10-01
2025-11-15,2025-12-14,Kapcherop,Diesel (AGO),172.38,2025-11-01
2025-12-15,2026-01-14,Kapcherop,Diesel (AGO),172.38,2025-12-01
2026-01-15,2026-02-14,Kapcherop,Diesel (AGO),171.38,2026-01-01
2026-01-15,2026-02-14,Kapcherop,Diesel (AGO),171.38,2026-01-01
2026-01-15,2026-02-14,Kapcherop,Diesel (AGO),171.38,2026-01-01
2024-11-15,2024-12-14,Kapcherop,Kerosene (IK),152.48,2024-11-01
2024-12-15,2025-01-14,Kapcherop,Kerosene (IK),149.48,2024-12-01
2025-01-15,2025-02-14,Kapcherop,Kerosene (IK),152.48,2025-01-01
2025-02-15,2025-03-14,Kapcherop,Kerosene (IK),152.48,2025-02-01
2025-03-15,2025-04-14,Kapcherop,Kerosene (IK),152.48,2025-03-01
2025-04-15,2025-05-14,Kapcherop,Kerosene (IK),150.08,2025-04-01
2025-05-15,2025-06-14,Kapcherop,Kerosene (IK),150.08,2025-05-01
2025-06-15,2025-07-14,Kapcherop,Kerosene (IK),147.97,2025-06-01
2025-07-15,2025-08-14,Kapcherop,Kerosene (IK),157.52,2025-07-01
2025-08-15,2025-09-14,Kapcherop,Kerosene (IK),156.52,2025-08-01
2025-09-15,2025-10-14,Kapcherop,Kerosene (IK),155.72,2025-09-01
2025-10-15,2025-11-14,Kapcherop,Kerosene (IK),155.72,2025-10-01
2025-11-15,2025-12-14,Kapcherop,Kerosene (IK),155.72,2025-11-01
2025-12-15,2026-01-14,Kapcherop,Kerosene (IK),155.72,2025-12-01
2026-01-15,2026-02-14,Kapcherop,Kerosene (IK),154.72,2026-01-01
2026-01-15,2026-02-14,Kapcherop,Kerosene (IK),154.72,2026-01-01
2026-01-15,2026-02-14,Kapcherop,Kerosene (IK),154.72,2026-01-01
2024-11-15,2024-12-14,Kapcherop,Super (PMS),181.34,2024-11-01
2024-12-15,2025-01-14,Kapcherop,Super (PMS),176.99,2024-12-01
2025-01-15,2025-02-14,Kapcherop,Super (PMS),177.28,2025-01-01
2025-02-15,2025-03-14,Kapcherop,Super (PMS),177.28,2025-02-01
2025-03-15,2025-04-14,Kapcherop,Super (PMS),177.28,2025-03-01
2025-04-15,2025-05-14,Kapcherop,Super (PMS),175.33,2025-04-01
2025-05-15,2025-06-14,Kapcherop,Super (PMS),175.33,2025-05-01
2025-06-15,2025-07-14,Kapcherop,Super (PMS),177.96,2025-06-01
2025-07-15,2025-08-14,Kapcherop,Super (PMS),186.84,2025-07-01
2025-08-15,2025-09-14,Kapcherop,Super (PMS),185.86,2025-08-01
2025-09-15,2025-10-14,Kapcherop,Super (PMS),185.07,2025-09-01
2025-10-15,2025-11-14,Kapcherop,Super (PMS),185.07,2025-10-01
2025-11-15,2025-12-14,Kapcherop,Super (PMS),185.07,2025-11-01
2025-12-15,2026-01-14,Kapcherop,Super (PMS),185.07,2025-12-01
2026-01-15,2026-02-14,Kapcherop,Super (PMS),183.07,2026-01-01
2026-01-15,2026-02-14,Kapcherop,Super (PMS),183.07,2026-01-01
2026-01-15,2026-02-14,Kapcherop,Super (PMS),183.07,2026-01-01
2024-11-15,2024-12-14,Kapedo,Diesel (AGO),171.48,2024-11-01
2024-12-15,2025-01-14,Kapedo,Diesel (AGO),168.48,2024-12-01
2025-01-15,2025-02-14,Kapedo,Diesel (AGO),170.48,2025-01-01
2025-02-15,2025-03-14,Kapedo,Diesel (AGO),170.48,2025-02-01
2025-03-15,2025-04-14,Kapedo,Diesel (AGO),170.48,2025-03-01
2025-04-15,2025-05-14,Kapedo,Diesel (AGO),168.28,2025-04-01
2025-05-15,2025-06-14,Kapedo,Diesel (AGO),168.28,2025-05-01
2025-06-15,2025-07-14,Kapedo,Diesel (AGO),167.01,2025-06-01
2025-07-15,2025-08-14,Kapedo,Diesel (AGO),176.31,2025-07-01
2025-08-15,2025-09-14,Kapedo,Diesel (AGO),176.31,2025-08-01
2025-09-15,2025-10-14,Kapedo,Diesel (AGO),176.19,2025-09-01
2025-10-15,2025-11-14,Kapedo,Diesel (AGO),176.19,2025-10-01
2025-11-15,2025-12-14,Kapedo,Diesel (AGO),176.19,2025-11-01
2025-12-15,2026-01-14,Kapedo,Diesel (AGO),176.19,2025-12-01
2026-01-15,2026-02-14,Kapedo,Diesel (AGO),175.19,2026-01-01
2026-01-15,2026-02-14,Kapedo,Diesel (AGO),175.19,2026-01-01
2026-01-15,2026-02-14,Kapedo,Diesel (AGO),175.19,2026-01-01
2024-11-15,2024-12-14,Kapedo,Kerosene (IK),154.86,2024-11-01
2024-12-15,2025-01-14,Kapedo,Kerosene (IK),151.86,2024-12-01
2025-01-15,2025-02-14,Kapedo,Kerosene (IK),154.86,2025-01-01
2025-02-15,2025-03-14,Kapedo,Kerosene (IK),154.86,2025-02-01
2025-03-15,2025-04-14,Kapedo,Kerosene (IK),154.86,2025-03-01
2025-04-15,2025-05-14,Kapedo,Kerosene (IK),152.46,2025-04-01
2025-05-15,2025-06-14,Kapedo,Kerosene (IK),152.46,2025-05-01
2025-06-15,2025-07-14,Kapedo,Kerosene (IK),151.07,2025-06-01
2025-07-15,2025-08-14,Kapedo,Kerosene (IK),161.34,2025-07-01
2025-08-15,2025-09-14,Kapedo,Kerosene (IK),160.34,2025-08-01
2025-09-15,2025-10-14,Kapedo,Kerosene (IK),159.54,2025-09-01
2025-10-15,2025-11-14,Kapedo,Kerosene (IK),159.54,2025-10-01
2025-11-15,2025-12-14,Kapedo,Kerosene (IK),159.54,2025-11-01
2025-12-15,2026-01-14,Kapedo,Kerosene (IK),159.54,2025-12-01
2026-01-15,2026-02-14,Kapedo,Kerosene (IK),158.54,2026-01-01
2026-01-15,2026-02-14,Kapedo,Kerosene (IK),158.54,2026-01-01
2026-01-15,2026-02-14,Kapedo,Kerosene (IK),158.54,2026-01-01
2024-11-15,2024-12-14,Kapedo,Super (PMS),183.72,2024-11-01
2024-12-15,2025-01-14,Kapedo,Super (PMS),179.36,2024-12-01
2025-01-15,2025-02-14,Kapedo,Super (PMS),179.65,2025-01-01
2025-02-15,2025-03-14,Kapedo,Super (PMS),179.65,2025-02-01
2025-03-15,2025-04-14,Kapedo,Super (PMS),179.65,2025-03-01
2025-04-15,2025-05-14,Kapedo,Super (PMS),177.7,2025-04-01
2025-05-15,2025-06-14,Kapedo,Super (PMS),177.7,2025-05-01
2025-06-15,2025-07-14,Kapedo,Super (PMS),181.05,2025-06-01
2025-07-15,2025-08-14,Kapedo,Super (PMS),190.67,2025-07-01
2025-08-15,2025-09-14,Kapedo,Super (PMS),189.68,2025-08-01
2025-09-15,2025-10-14,Kapedo,Super (PMS),188.89,2025-09-01
2025-10-15,2025-11-14,Kapedo,Super (PMS),188.89,2025-10-01
2025-11-15,2025-12-14,Kapedo,Super (PMS),188.89,2025-11-01
2025-12-15,2026-01-14,Kapedo,Super (PMS),188.89,2025-12-01
2026-01-15,2026-02-14,Kapedo,Super (PMS),186.89,2026-01-01
2026-01-15,2026-02-14,Kapedo,Super (PMS),186.89,2026-01-01
2026-01-15,2026-02-14,Kapedo,Super (PMS),186.89,2026-01-01
2024-11-15,2024-12-14,Kapenguria,Diesel (AGO),169.52,2024-11-01
2024-12-15,2025-01-14,Kapenguria,Diesel (AGO),166.52,2024-12-01
2025-01-15,2025-02-14,Kapenguria,Diesel (AGO),168.52,2025-01-01
2025-02-15,2025-03-14,Kapenguria,Diesel (AGO),168.52,2025-02-01
2025-03-15,2025-04-14,Kapenguria,Diesel (AGO),168.52,2025-03-01
2025-04-15,2025-05-14,Kapenguria,Diesel (AGO),166.32,2025-04-01
2025-05-15,2025-06-14,Kapenguria,Diesel (AGO),166.32,2025-05-01
2025-06-15,2025-07-14,Kapenguria,Diesel (AGO),164.45,2025-06-01
2025-07-15,2025-08-14,Kapenguria,Diesel (AGO),173.15,2025-07-01
2025-08-15,2025-09-14,Kapenguria,Diesel (AGO),173.15,2025-08-01
2025-09-15,2025-10-14,Kapenguria,Diesel (AGO),173.05,2025-09-01
2025-10-15,2025-11-14,Kapenguria,Diesel (AGO),173.05,2025-10-01
2025-11-15,2025-12-14,Kapenguria,Diesel (AGO),173.05,2025-11-01
2025-12-15,2026-01-14,Kapenguria,Diesel (AGO),173.05,2025-12-01
2026-01-15,2026-02-14,Kapenguria,Diesel (AGO),172.05,2026-01-01
2026-01-15,2026-02-14,Kapenguria,Diesel (AGO),172.05,2026-01-01
2026-01-15,2026-02-14,Kapenguria,Diesel (AGO),172.05,2026-01-01
2024-11-15,2024-12-14,Kapenguria,Kerosene (IK),152.9,2024-11-01
2024-12-15,2025-01-14,Kapenguria,Kerosene (IK),149.9,2024-12-01
2025-01-15,2025-02-14,Kapenguria,Kerosene (IK),152.9,2025-01-01
2025-02-15,2025-03-14,Kapenguria,Kerosene (IK),152.9,2025-02-01
2025-03-15,2025-04-14,Kapenguria,Kerosene (IK),152.9,2025-03-01
2025-04-15,2025-05-14,Kapenguria,Kerosene (IK),150.5,2025-04-01
2025-05-15,2025-06-14,Kapenguria,Kerosene (IK),150.5,2025-05-01
2025-06-15,2025-07-14,Kapenguria,Kerosene (IK),148.51,2025-06-01
2025-07-15,2025-08-14,Kapenguria,Kerosene (IK),158.19,2025-07-01
2025-08-15,2025-09-14,Kapenguria,Kerosene (IK),157.19,2025-08-01
2025-09-15,2025-10-14,Kapenguria,Kerosene (IK),156.39,2025-09-01
2025-10-15,2025-11-14,Kapenguria,Kerosene (IK),156.39,2025-10-01
2025-11-15,2025-12-14,Kapenguria,Kerosene (IK),156.39,2025-11-01
2025-12-15,2026-01-14,Kapenguria,Kerosene (IK),156.39,2025-12-01
2026-01-15,2026-02-14,Kapenguria,Kerosene (IK),155.39,2026-01-01
2026-01-15,2026-02-14,Kapenguria,Kerosene (IK),155.39,2026-01-01
2026-01-15,2026-02-14,Kapenguria,Kerosene (IK),155.39,2026-01-01
2024-11-15,2024-12-14,Kapenguria,Super (PMS),181.76,2024-11-01
2024-12-15,2025-01-14,Kapenguria,Super (PMS),177.4,2024-12-01
2025-01-15,2025-02-14,Kapenguria,Super (PMS),177.7,2025-01-01
2025-02-15,2025-03-14,Kapenguria,Super (PMS),177.69,2025-02-01
2025-03-15,2025-04-14,Kapenguria,Super (PMS),177.69,2025-03-01
2025-04-15,2025-05-14,Kapenguria,Super (PMS),175.75,2025-04-01
2025-05-15,2025-06-14,Kapenguria,Super (PMS),175.75,2025-05-01
2025-06-15,2025-07-14,Kapenguria,Super (PMS),178.5,2025-06-01
2025-07-15,2025-08-14,Kapenguria,Super (PMS),187.51,2025-07-01
2025-08-15,2025-09-14,Kapenguria,Super (PMS),186.53,2025-08-01
2025-09-15,2025-10-14,Kapenguria,Super (PMS),185.74,2025-09-01
2025-10-15,2025-11-14,Kapenguria,Super (PMS),185.74,2025-10-01
2025-11-15,2025-12-14,Kapenguria,Super (PMS),185.74,2025-11-01
2025-12-15,2026-01-14,Kapenguria,Super (PMS),185.74,2025-12-01
2026-01-15,2026-02-14,Kapenguria,Super (PMS),183.74,2026-01-01
2026-01-15,2026-02-14,Kapenguria,Super (PMS),183.74,2026-01-01
2026-01-15,2026-02-14,Kapenguria,Super (PMS),183.74,2026-01-01
2024-11-15,2024-12-14,Kapese,Diesel (AGO),171.83,2024-11-01
2024-12-15,2025-01-14,Kapese,Diesel (AGO),168.83,2024-12-01
2025-01-15,2025-02-14,Kapese,Diesel (AGO),170.83,2025-01-01
2025-02-15,2025-03-14,Kapese,Diesel (AGO),170.83,2025-02-01
2025-03-15,2025-04-14,Kapese,Diesel (AGO),170.83,2025-03-01
2025-04-15,2025-05-14,Kapese,Diesel (AGO),168.63,2025-04-01
2025-05-15,2025-06-14,Kapese,Diesel (AGO),168.63,2025-05-01
2025-06-15,2025-07-14,Kapese,Diesel (AGO),167.46,2025-06-01
2025-07-15,2025-08-14,Kapese,Diesel (AGO),176.87,2025-07-01
2025-08-15,2025-09-14,Kapese,Diesel (AGO),176.87,2025-08-01
2025-09-15,2025-10-14,Kapese,Diesel (AGO),176.76,2025-09-01
2025-10-15,2025-11-14,Kapese,Diesel (AGO),176.76,2025-10-01
2025-11-15,2025-12-14,Kapese,Diesel (AGO),176.76,2025-11-01
2025-12-15,2026-01-14,Kapese,Diesel (AGO),176.76,2025-12-01
2026-01-15,2026-02-14,Kapese,Diesel (AGO),175.76,2026-01-01
2026-01-15,2026-02-14,Kapese,Diesel (AGO),175.76,2026-01-01
2026-01-15,2026-02-14,Kapese,Diesel (AGO),175.76,2026-01-01
2024-11-15,2024-12-14,Kapese,Kerosene (IK),155.2,2024-11-01
2024-12-15,2025-01-14,Kapese,Kerosene (IK),152.2,2024-12-01
2025-01-15,2025-02-14,Kapese,Kerosene (IK),155.2,2025-01-01
2025-02-15,2025-03-14,Kapese,Kerosene (IK),155.2,2025-02-01
2025-03-15,2025-04-14,Kapese,Kerosene (IK),155.2,2025-03-01
2025-04-15,2025-05-14,Kapese,Kerosene (IK),152.8,2025-04-01
2025-05-15,2025-06-14,Kapese,Kerosene (IK),152.8,2025-05-01
2025-06-15,2025-07-14,Kapese,Kerosene (IK),151.52,2025-06-01
2025-07-15,2025-08-14,Kapese,Kerosene (IK),161.9,2025-07-01
2025-08-15,2025-09-14,Kapese,Kerosene (IK),160.9,2025-08-01
2025-09-15,2025-10-14,Kapese,Kerosene (IK),160.1,2025-09-01
2025-10-15,2025-11-14,Kapese,Kerosene (IK),160.1,2025-10-01
2025-11-15,2025-12-14,Kapese,Kerosene (IK),160.1,2025-11-01
2025-12-15,2026-01-14,Kapese,Kerosene (IK),160.1,2025-12-01
2026-01-15,2026-02-14,Kapese,Kerosene (IK),159.1,2026-01-01
2026-01-15,2026-02-14,Kapese,Kerosene (IK),159.1,2026-01-01
2026-01-15,2026-02-14,Kapese,Kerosene (IK),159.1,2026-01-01
2024-11-15,2024-12-14,Kapese,Super (PMS),184.07,2024-11-01
2024-12-15,2025-01-14,Kapese,Super (PMS),179.71,2024-12-01
2025-01-15,2025-02-14,Kapese,Super (PMS),180.0,2025-01-01
2025-02-15,2025-03-14,Kapese,Super (PMS),180.0,2025-02-01
2025-03-15,2025-04-14,Kapese,Super (PMS),180.0,2025-03-01
2025-04-15,2025-05-14,Kapese,Super (PMS),178.05,2025-04-01
2025-05-15,2025-06-14,Kapese,Super (PMS),178.05,2025-05-01
2025-06-15,2025-07-14,Kapese,Super (PMS),181.51,2025-06-01
2025-07-15,2025-08-14,Kapese,Super (PMS),191.23,2025-07-01
2025-08-15,2025-09-14,Kapese,Super (PMS),190.24,2025-08-01
2025-09-15,2025-10-14,Kapese,Super (PMS),189.45,2025-09-01
2025-10-15,2025-11-14,Kapese,Super (PMS),189.45,2025-10-01
2025-11-15,2025-12-14,Kapese,Super (PMS),189.45,2025-11-01
2025-12-15,2026-01-14,Kapese,Super (PMS),189.45,2025-12-01
2026-01-15,2026-02-14,Kapese,Super (PMS),187.45,2026-01-01
2026-01-15,2026-02-14,Kapese,Super (PMS),187.45,2026-01-01
2026-01-15,2026-02-14,Kapese,Super (PMS),187.45,2026-01-01
2024-11-15,2024-12-14,Kaplamai,Diesel (AGO),168.9,2024-11-01
2024-12-15,2025-01-14,Kaplamai,Diesel (AGO),165.9,2024-12-01
2025-01-15,2025-02-14,Kaplamai,Diesel (AGO),167.9,2025-01-01
2025-02-15,2025-03-14,Kaplamai,Diesel (AGO),167.9,2025-02-01
2025-03-15,2025-04-14,Kaplamai,Diesel (AGO),167.9,2025-03-01
2025-04-15,2025-05-14,Kaplamai,Diesel (AGO),165.7,2025-04-01
2025-05-15,2025-06-14,Kaplamai,Diesel (AGO),165.7,2025-05-01
2025-06-15,2025-07-14,Kaplamai,Diesel (AGO),163.63,2025-06-01
2025-07-15,2025-08-14,Kaplamai,Diesel (AGO),172.14,2025-07-01
2025-08-15,2025-09-14,Kaplamai,Diesel (AGO),172.14,2025-08-01
2025-09-15,2025-10-14,Kaplamai,Diesel (AGO),172.04,2025-09-01
2025-10-15,2025-11-14,Kaplamai,Diesel (AGO),172.04,2025-10-01
2025-11-15,2025-12-14,Kaplamai,Diesel (AGO),172.04,2025-11-01
2025-12-15,2026-01-14,Kaplamai,Diesel (AGO),172.04,2025-12-01
2026-01-15,2026-02-14,Kaplamai,Diesel (AGO),171.04,2026-01-01
2026-01-15,2026-02-14,Kaplamai,Diesel (AGO),171.04,2026-01-01
2026-01-15,2026-02-14,Kaplamai,Diesel (AGO),171.04,2026-01-01
2024-11-15,2024-12-14,Kaplamai,Kerosene (IK),152.27,2024-11-01
2024-12-15,2025-01-14,Kaplamai,Kerosene (IK),149.27,2024-12-01
2025-01-15,2025-02-14,Kaplamai,Kerosene (IK),152.27,2025-01-01
2025-02-15,2025-03-14,Kaplamai,Kerosene (IK),152.27,2025-02-01
2025-03-15,2025-04-14,Kaplamai,Kerosene (IK),152.27,2025-03-01
2025-04-15,2025-05-14,Kaplamai,Kerosene (IK),149.87,2025-04-01
2025-05-15,2025-06-14,Kaplamai,Kerosene (IK),149.87,2025-05-01
2025-06-15,2025-07-14,Kaplamai,Kerosene (IK),147.69,2025-06-01
2025-07-15,2025-08-14,Kaplamai,Kerosene (IK),157.18,2025-07-01
2025-08-15,2025-09-14,Kaplamai,Kerosene (IK),156.18,2025-08-01
2025-09-15,2025-10-14,Kaplamai,Kerosene (IK),155.38,2025-09-01
2025-10-15,2025-11-14,Kaplamai,Kerosene (IK),155.38,2025-10-01
2025-11-15,2025-12-14,Kaplamai,Kerosene (IK),155.38,2025-11-01
2025-12-15,2026-01-14,Kaplamai,Kerosene (IK),155.38,2025-12-01
2026-01-15,2026-02-14,Kaplamai,Kerosene (IK),154.38,2026-01-01
2026-01-15,2026-02-14,Kaplamai,Kerosene (IK),154.38,2026-01-01
2026-01-15,2026-02-14,Kaplamai,Kerosene (IK),154.38,2026-01-01
2024-11-15,2024-12-14,Kaplamai,Super (PMS),181.13,2024-11-01
2024-12-15,2025-01-14,Kaplamai,Super (PMS),176.78,2024-12-01
2025-01-15,2025-02-14,Kaplamai,Super (PMS),177.07,2025-01-01
2025-02-15,2025-03-14,Kaplamai,Super (PMS),177.07,2025-02-01
2025-03-15,2025-04-14,Kaplamai,Super (PMS),177.07,2025-03-01
2025-04-15,2025-05-14,Kaplamai,Super (PMS),175.12,2025-04-01
2025-05-15,2025-06-14,Kaplamai,Super (PMS),175.12,2025-05-01
2025-06-15,2025-07-14,Kaplamai,Super (PMS),177.69,2025-06-01
2025-07-15,2025-08-14,Kaplamai,Super (PMS),186.5,2025-07-01
2025-08-15,2025-09-14,Kaplamai,Super (PMS),185.52,2025-08-01
2025-09-15,2025-10-14,Kaplamai,Super (PMS),184.73,2025-09-01
2025-10-15,2025-11-14,Kaplamai,Super (PMS),184.73,2025-10-01
2025-11-15,2025-12-14,Kaplamai,Super (PMS),184.73,2025-11-01
2025-12-15,2026-01-14,Kaplamai,Super (PMS),184.73,2025-12-01
2026-01-15,2026-02-14,Kaplamai,Super (PMS),182.73,2026-01-01
2026-01-15,2026-02-14,Kaplamai,Super (PMS),182.73,2026-01-01
2026-01-15,2026-02-14,Kaplamai,Super (PMS),182.73,2026-01-01
2024-11-15,2024-12-14,Kapsabet,Diesel (AGO),168.47,2024-11-01
2024-12-15,2025-01-14,Kapsabet,Diesel (AGO),165.47,2024-12-01
2025-01-15,2025-02-14,Kapsabet,Diesel (AGO),167.47,2025-01-01
2025-02-15,2025-03-14,Kapsabet,Diesel (AGO),167.47,2025-02-01
2025-03-15,2025-04-14,Kapsabet,Diesel (AGO),167.47,2025-03-01
2025-04-15,2025-05-14,Kapsabet,Diesel (AGO),165.27,2025-04-01
2025-05-15,2025-06-14,Kapsabet,Diesel (AGO),165.27,2025-05-01
2025-06-15,2025-07-14,Kapsabet,Diesel (AGO),163.07,2025-06-01
2025-07-15,2025-08-14,Kapsabet,Diesel (AGO),171.45,2025-07-01
2025-08-15,2025-09-14,Kapsabet,Diesel (AGO),171.45,2025-08-01
2025-09-15,2025-10-14,Kapsabet,Diesel (AGO),171.34,2025-09-01
2025-10-15,2025-11-14,Kapsabet,Diesel (AGO),171.34,2025-10-01
2025-11-15,2025-12-14,Kapsabet,Diesel (AGO),171.34,2025-11-01
2025-12-15,2026-01-14,Kapsabet,Diesel (AGO),171.34,2025-12-01
2026-01-15,2026-02-14,Kapsabet,Diesel (AGO),170.34,2026-01-01
2026-01-15,2026-02-14,Kapsabet,Diesel (AGO),170.34,2026-01-01
2026-01-15,2026-02-14,Kapsabet,Diesel (AGO),170.34,2026-01-01
2024-11-15,2024-12-14,Kapsabet,Kerosene (IK),151.84,2024-11-01
2024-12-15,2025-01-14,Kapsabet,Kerosene (IK),148.84,2024-12-01
2025-01-15,2025-02-14,Kapsabet,Kerosene (IK),151.84,2025-01-01
2025-02-15,2025-03-14,Kapsabet,Kerosene (IK),151.84,2025-02-01
2025-03-15,2025-04-14,Kapsabet,Kerosene (IK),151.84,2025-03-01
2025-04-15,2025-05-14,Kapsabet,Kerosene (IK),149.44,2025-04-01
2025-05-15,2025-06-14,Kapsabet,Kerosene (IK),149.44,2025-05-01
2025-06-15,2025-07-14,Kapsabet,Kerosene (IK),147.13,2025-06-01
2025-07-15,2025-08-14,Kapsabet,Kerosene (IK),156.5,2025-07-01
2025-08-15,2025-09-14,Kapsabet,Kerosene (IK),155.5,2025-08-01
2025-09-15,2025-10-14,Kapsabet,Kerosene (IK),154.7,2025-09-01
2025-10-15,2025-11-14,Kapsabet,Kerosene (IK),154.7,2025-10-01
2025-11-15,2025-12-14,Kapsabet,Kerosene (IK),154.7,2025-11-01
2025-12-15,2026-01-14,Kapsabet,Kerosene (IK),154.7,2025-12-01
2026-01-15,2026-02-14,Kapsabet,Kerosene (IK),153.7,2026-01-01
2026-01-15,2026-02-14,Kapsabet,Kerosene (IK),153.7,2026-01-01
2026-01-15,2026-02-14,Kapsabet,Kerosene (IK),153.7,2026-01-01
2024-11-15,2024-12-14,Kapsabet,Super (PMS),180.7,2024-11-01
2024-12-15,2025-01-14,Kapsabet,Super (PMS),176.34,2024-12-01
2025-01-15,2025-02-14,Kapsabet,Super (PMS),176.64,2025-01-01
2025-02-15,2025-03-14,Kapsabet,Super (PMS),176.63,2025-02-01
2025-03-15,2025-04-14,Kapsabet,Super (PMS),176.63,2025-03-01
2025-04-15,2025-05-14,Kapsabet,Super (PMS),174.69,2025-04-01
2025-05-15,2025-06-14,Kapsabet,Super (PMS),174.69,2025-05-01
2025-06-15,2025-07-14,Kapsabet,Super (PMS),177.12,2025-06-01
2025-07-15,2025-08-14,Kapsabet,Super (PMS),185.81,2025-07-01
2025-08-15,2025-09-14,Kapsabet,Super (PMS),184.82,2025-08-01
2025-09-15,2025-10-14,Kapsabet,Super (PMS),184.03,2025-09-01
2025-10-15,2025-11-14,Kapsabet,Super (PMS),184.03,2025-10-01
2025-11-15,2025-12-14,Kapsabet,Super (PMS),184.03,2025-11-01
2025-12-15,2026-01-14,Kapsabet,Super (PMS),184.03,2025-12-01
2026-01-15,2026-02-14,Kapsabet,Super (PMS),182.03,2026-01-01
2026-01-15,2026-02-14,Kapsabet,Super (PMS),182.03,2026-01-01
2026-01-15,2026-02-14,Kapsabet,Super (PMS),182.03,2026-01-01
2024-11-15,2024-12-14,Kapsowar,Diesel (AGO),168.99,2024-11-01
2024-12-15,2025-01-14,Kapsowar,Diesel (AGO),165.99,2024-12-01
2025-01-15,2025-02-14,Kapsowar,Diesel (AGO),167.99,2025-01-01
2025-02-15,2025-03-14,Kapsowar,Diesel (AGO),167.99,2025-02-01
2025-03-15,2025-04-14,Kapsowar,Diesel (AGO),167.99,2025-03-01
2025-04-15,2025-05-14,Kapsowar,Diesel (AGO),165.79,2025-04-01
2025-05-15,2025-06-14,Kapsowar,Diesel (AGO),165.79,2025-05-01
2025-06-15,2025-07-14,Kapsowar,Diesel (AGO),163.76,2025-06-01
2025-07-15,2025-08-14,Kapsowar,Diesel (AGO),172.31,2025-07-01
2025-08-15,2025-09-14,Kapsowar,Diesel (AGO),172.31,2025-08-01
2025-09-15,2025-10-14,Kapsowar,Diesel (AGO),172.19,2025-09-01
2025-10-15,2025-11-14,Kapsowar,Diesel (AGO),172.19,2025-10-01
2025-11-15,2025-12-14,Kapsowar,Diesel (AGO),172.19,2025-11-01
2025-12-15,2026-01-14,Kapsowar,Diesel (AGO),172.19,2025-12-01
2026-01-15,2026-02-14,Kapsowar,Diesel (AGO),171.19,2026-01-01
2026-01-15,2026-02-14,Kapsowar,Diesel (AGO),171.19,2026-01-01
2026-01-15,2026-02-14,Kapsowar,Diesel (AGO),171.19,2026-01-01
2024-11-15,2024-12-14,Kapsowar,Kerosene (IK),152.37,2024-11-01
2024-12-15,2025-01-14,Kapsowar,Kerosene (IK),149.37,2024-12-01
2025-01-15,2025-02-14,Kapsowar,Kerosene (IK),152.37,2025-01-01
2025-02-15,2025-03-14,Kapsowar,Kerosene (IK),152.37,2025-02-01
2025-03-15,2025-04-14,Kapsowar,Kerosene (IK),152.37,2025-03-01
2025-04-15,2025-05-14,Kapsowar,Kerosene (IK),149.97,2025-04-01
2025-05-15,2025-06-14,Kapsowar,Kerosene (IK),149.97,2025-05-01
2025-06-15,2025-07-14,Kapsowar,Kerosene (IK),147.82,2025-06-01
2025-07-15,2025-08-14,Kapsowar,Kerosene (IK),157.34,2025-07-01
2025-08-15,2025-09-14,Kapsowar,Kerosene (IK),156.34,2025-08-01
2025-09-15,2025-10-14,Kapsowar,Kerosene (IK),155.54,2025-09-01
2025-10-15,2025-11-14,Kapsowar,Kerosene (IK),155.54,2025-10-01
2025-11-15,2025-12-14,Kapsowar,Kerosene (IK),155.54,2025-11-01
2025-12-15,2026-01-14,Kapsowar,Kerosene (IK),155.54,2025-12-01
2026-01-15,2026-02-14,Kapsowar,Kerosene (IK),154.54,2026-01-01
2026-01-15,2026-02-14,Kapsowar,Kerosene (IK),154.54,2026-01-01
2026-01-15,2026-02-14,Kapsowar,Kerosene (IK),154.54,2026-01-01
2024-11-15,2024-12-14,Kapsowar,Super (PMS),181.23,2024-11-01
2024-12-15,2025-01-14,Kapsowar,Super (PMS),176.88,2024-12-01
2025-01-15,2025-02-14,Kapsowar,Super (PMS),177.17,2025-01-01
2025-02-15,2025-03-14,Kapsowar,Super (PMS),177.17,2025-02-01
2025-03-15,2025-04-14,Kapsowar,Super (PMS),177.17,2025-03-01
2025-04-15,2025-05-14,Kapsowar,Super (PMS),175.22,2025-04-01
2025-05-15,2025-06-14,Kapsowar,Super (PMS),175.22,2025-05-01
2025-06-15,2025-07-14,Kapsowar,Super (PMS),177.82,2025-06-01
2025-07-15,2025-08-14,Kapsowar,Super (PMS),186.66,2025-07-01
2025-08-15,2025-09-14,Kapsowar,Super (PMS),185.68,2025-08-01
2025-09-15,2025-10-14,Kapsowar,Super (PMS),184.89,2025-09-01
2025-10-15,2025-11-14,Kapsowar,Super (PMS),184.89,2025-10-01
2025-11-15,2025-12-14,Kapsowar,Super (PMS),184.89,2025-11-01
