date_from,date_to,location,product,cap_price_kes,month_from
2025-12-15,2026-01-14,Kapsowar,Super (PMS),184.89,2025-12-01
2026-01-15,2026-02-14,Kapsowar,Super (PMS),182.89,2026-01-01
2026-01-15,2026-02-14,Kapsowar,Super (PMS),182.89,2026-01-01
2026-01-15,2026-02-14,Kapsowar,Super (PMS),182.89,2026-01-01
2024-11-15,2024-12-14,Kaptarakwa,Diesel (AGO),168.66,2024-11-01
2024-12-15,2025-01-14,Kaptarakwa,Diesel (AGO),165.66,2024-12-01
2025-01-15,2025-02-14,Kaptarakwa,Diesel (AGO),167.66,2025-01-01
2025-02-15,2025-03-14,Kaptarakwa,Diesel (AGO),167.66,2025-02-01
2025-03-15,2025-04-14,Kaptarakwa,Diesel (AGO),167.66,2025-03-01
2025-04-15,2025-05-14,Kaptarakwa,Diesel (AGO),165.46,2025-04-01
2025-05-15,2025-06-14,Kaptarakwa,Diesel (AGO),165.46,2025-05-01
2025-06-15,2025-07-14,Kaptarakwa,Diesel (AGO),163.33,2025-06-01
2025-07-15,2025-08-14,Kaptarakwa,Diesel (AGO),171.76,2025-07-01
2025-08-15,2025-09-14,Kaptarakwa,Diesel (AGO),171.76,2025-08-01
2025-09-15,2025-10-14,Kaptarakwa,Diesel (AGO),171.66,2025-09-01
2025-10-15,2025-11-14,Kaptarakwa,Diesel (AGO),171.66,2025-10-01
2025-11-15,2025-12-14,Kaptarakwa,Diesel (AGO),171.66,2025-11-01
2025-12-15,2026-01-14,Kaptarakwa,Diesel (AGO),171.66,2025-12-01
2026-01-15,2026-02-14,Kaptarakwa,Diesel (AGO),170.66,2026-01-01
2026-01-15,2026-02-14,Kaptarakwa,Diesel (AGO),170.66,2026-01-01
2026-01-15,2026-02-14,Kaptarakwa,Diesel (AGO),170.66,2026-01-01
2024-11-15,2024-12-14,Kaptarakwa,Kerosene (IK),152.03,2024-11-01
2024-12-15,2025-01-14,Kaptarakwa,Kerosene (IK),149.03,2024-12-01
2025-01-15,2025-02-14,Kaptarakwa,Kerosene (IK),152.03,2025-01-01
2025-02-15,2025-03-14,Kaptarakwa,Kerosene (IK),152.03,2025-02-01
2025-03-15,2025-04-14,Kaptarakwa,Kerosene (IK),152.03,2025-03-01
2025-04-15,2025-05-14,Kaptarakwa,Kerosene (IK),149.63,2025-04-01
2025-05-15,2025-06-14,Kaptarakwa,Kerosene (IK),149.63,2025-05-01
2025-06-15,2025-07-14,Kaptarakwa,Kerosene (IK),147.39,2025-06-01
2025-07-15,2025-08-14,Kaptarakwa,Kerosene (IK),156.81,2025-07-01
2025-08-15,2025-09-14,Kaptarakwa,Kerosene (IK),155.81,2025-08-01
2025-09-15,2025-10-14,Kaptarakwa,Kerosene (IK),155.01,2025-09-01
2025-10-15,2025-11-14,Kaptarakwa,Kerosene (IK),155.01,2025-10-01
2025-11-15,2025-12-14,Kaptarakwa,Kerosene (IK),155.01,2025-11-01
2025-12-15,2026-01-14,Kaptarakwa,Kerosene (IK),155.01,2025-12-01
2026-01-15,2026-02-14,Kaptarakwa,Kerosene (IK),154.01,2026-01-01
2026-01-15,2026-02-14,Kaptarakwa,Kerosene (IK),154.01,2026-01-01
2026-01-15,2026-02-14,Kaptarakwa,Kerosene (IK),154.01,2026-01-01
2024-11-15,2024-12-14,Kaptarakwa,Super (PMS),180.9,2024-11-01
2024-12-15,2025-01-14,Kaptarakwa,Super (PMS),176.54,2024-12-01
2025-01-15,2025-02-14,Kaptarakwa,Super (PMS),176.83,2025-01-01
2025-02-15,2025-03-14,Kaptarakwa,Super (PMS),176.83,2025-02-01
2025-03-15,2025-04-14,Kaptarakwa,Super (PMS),176.83,2025-03-01
2025-04-15,2025-05-14,Kaptarakwa,Super (PMS),174.88,2025-04-01
2025-05-15,2025-06-14,Kaptarakwa,Super (PMS),174.88,2025-05-01
2025-06-15,2025-07-14,Kaptarakwa,Super (PMS),177.38,2025-06-01
2025-07-15,2025-08-14,Kaptarakwa,Super (PMS),186.12,2025-07-01
2025-08-15,2025-09-14,Kaptarakwa,Super (PMS),185.14,2025-08-01
2025-09-15,2025-10-14,Kaptarakwa,Super (PMS),184.35,2025-09-01
2025-10-15,2025-11-14,Kaptarakwa,Super (PMS),184.35,2025-10-01
2025-11-15,2025-12-14,Kaptarakwa,Super (PMS),184.35,2025-11-01
2025-12-15,2026-01-14,Kaptarakwa,Super (PMS),184.35,2025-12-01
2026-01-15,2026-02-14,Kaptarakwa,Super (PMS),182.35,2026-01-01
2026-01-15,2026-02-14,Kaptarakwa,Super (PMS),182.35,2026-01-01
2026-01-15,2026-02-14,Kaptarakwa,Super (PMS),182.35,2026-01-01
2024-11-15,2024-12-14,Kaspokwony,Diesel (AGO),169.62,2024-11-01
2024-12-15,2025-01-14,Kaspokwony,Diesel (AGO),166.62,2024-12-01
2025-01-15,2025-02-14,Kaspokwony,Diesel (AGO),168.62,2025-01-01
2025-02-15,2025-03-14,Kaspokwony,Diesel (AGO),168.62,2025-02-01
2025-03-15,2025-04-14,Kaspokwony,Diesel (AGO),168.62,2025-03-01
2025-04-15,2025-05-14,Kaspokwony,Diesel (AGO),166.42,2025-04-01
2025-05-15,2025-06-14,Kaspokwony,Diesel (AGO),166.42,2025-05-01
2025-06-15,2025-07-14,Kaspokwony,Diesel (AGO),164.57,2025-06-01
2025-07-15,2025-08-14,Kaspokwony,Diesel (AGO),173.3,2025-07-01
2025-08-15,2025-09-14,Kaspokwony,Diesel (AGO),173.3,2025-08-01
2025-09-15,2025-10-14,Kaspokwony,Diesel (AGO),173.2,2025-09-01
2025-10-15,2025-11-14,Kaspokwony,Diesel (AGO),173.2,2025-10-01
2025-11-15,2025-12-14,Kaspokwony,Diesel (AGO),173.2,2025-11-01
2025-12-15,2026-01-14,Kaspokwony,Diesel (AGO),173.2,2025-12-01
2026-01-15,2026-02-14,Kaspokwony,Diesel (AGO),172.2,2026-01-01
2026-01-15,2026-02-14,Kaspokwony,Diesel (AGO),172.2,2026-01-01
2026-01-15,2026-02-14,Kaspokwony,Diesel (AGO),172.2,2026-01-01
2024-11-15,2024-12-14,Kaspokwony,Kerosene (IK),152.99,2024-11-01
2024-12-15,2025-01-14,Kaspokwony,Kerosene (IK),149.99,2024-12-01
2025-01-15,2025-02-14,Kaspokwony,Kerosene (IK),152.99,2025-01-01
2025-02-15,2025-03-14,Kaspokwony,Kerosene (IK),152.99,2025-02-01
2025-03-15,2025-04-14,Kaspokwony,Kerosene (IK),152.99,2025-03-01
2025-04-15,2025-05-14,Kaspokwony,Kerosene (IK),150.59,2025-04-01
2025-05-15,2025-06-14,Kaspokwony,Kerosene (IK),150.59,2025-05-01
2025-06-15,2025-07-14,Kaspokwony,Kerosene (IK),148.63,2025-06-01
2025-07-15,2025-08-14,Kaspokwony,Kerosene (IK),158.34,2025-07-01
2025-08-15,2025-09-14,Kaspokwony,Kerosene (IK),157.34,2025-08-01
2025-09-15,2025-10-14,Kaspokwony,Kerosene (IK),156.54,2025-09-01
2025-10-15,2025-11-14,Kaspokwony,Kerosene (IK),156.54,2025-10-01
2025-11-15,2025-12-14,Kaspokwony,Kerosene (IK),156.54,2025-11-01
2025-12-15,2026-01-14,Kaspokwony,Kerosene (IK),156.54,2025-12-01
2026-01-15,2026-02-14,Kaspokwony,Kerosene (IK),155.54,2026-01-01
2026-01-15,2026-02-14,Kaspokwony,Kerosene (IK),155.54,2026-01-01
2026-01-15,2026-02-14,Kaspokwony,Kerosene (IK),155.54,2026-01-01
2024-11-15,2024-12-14,Kaspokwony,Super (PMS),181.85,2024-11-01
2024-12-15,2025-01-14,Kaspokwony,Super (PMS),177.49,2024-12-01
2025-01-15,2025-02-14,Kaspokwony,Super (PMS),177.79,2025-01-01
2025-02-15,2025-03-14,Kaspokwony,Super (PMS),177.78,2025-02-01
2025-03-15,2025-04-14,Kaspokwony,Super (PMS),177.78,2025-03-01
2025-04-15,2025-05-14,Kaspokwony,Super (PMS),175.84,2025-04-01
2025-05-15,2025-06-14,Kaspokwony,Super (PMS),175.84,2025-05-01
2025-06-15,2025-07-14,Kaspokwony,Super (PMS),178.63,2025-06-01
2025-07-15,2025-08-14,Kaspokwony,Super (PMS),187.66,2025-07-01
2025-08-15,2025-09-14,Kaspokwony,Super (PMS),186.68,2025-08-01
2025-09-15,2025-10-14,Kaspokwony,Super (PMS),185.89,2025-09-01
2025-10-15,2025-11-14,Kaspokwony,Super (PMS),185.89,2025-10-01
2025-11-15,2025-12-14,Kaspokwony,Super (PMS),185.89,2025-11-01
2025-12-15,2026-01-14,Kaspokwony,Super (PMS),185.89,2025-12-01
2026-01-15,2026-02-14,Kaspokwony,Super (PMS),183.89,2026-01-01
2026-01-15,2026-02-14,Kaspokwony,Super (PMS),183.89,2026-01-01
2026-01-15,2026-02-14,Kaspokwony,Super (PMS),183.89,2026-01-01
2024-11-15,2024-12-14,Kehancha,Diesel (AGO),170.65,2024-11-01
2024-12-15,2025-01-14,Kehancha,Diesel (AGO),167.65,2024-12-01
2025-01-15,2025-02-14,Kehancha,Diesel (AGO),169.65,2025-01-01
2025-02-15,2025-03-14,Kehancha,Diesel (AGO),169.65,2025-02-01
2025-03-15,2025-04-14,Kehancha,Diesel (AGO),169.65,2025-03-01
2025-04-15,2025-05-14,Kehancha,Diesel (AGO),167.45,2025-04-01
2025-05-15,2025-06-14,Kehancha,Diesel (AGO),167.45,2025-05-01
2025-06-15,2025-07-14,Kehancha,Diesel (AGO),165.91,2025-06-01
2025-07-15,2025-08-14,Kehancha,Diesel (AGO),174.96,2025-07-01
2025-08-15,2025-09-14,Kehancha,Diesel (AGO),174.96,2025-08-01
2025-09-15,2025-10-14,Kehancha,Diesel (AGO),174.85,2025-09-01
2025-10-15,2025-11-14,Kehancha,Diesel (AGO),174.85,2025-10-01
2025-11-15,2025-12-14,Kehancha,Diesel (AGO),174.85,2025-11-01
2025-12-15,2026-01-14,Kehancha,Diesel (AGO),174.85,2025-12-01
2026-01-15,2026-02-14,Kehancha,Diesel (AGO),173.85,2026-01-01
2026-01-15,2026-02-14,Kehancha,Diesel (AGO),173.85,2026-01-01
2026-01-15,2026-02-14,Kehancha,Diesel (AGO),173.85,2026-01-01
2024-11-15,2024-12-14,Kehancha,Kerosene (IK),154.01,2024-11-01
2024-12-15,2025-01-14,Kehancha,Kerosene (IK),151.01,2024-12-01
2025-01-15,2025-02-14,Kehancha,Kerosene (IK),154.01,2025-01-01
2025-02-15,2025-03-14,Kehancha,Kerosene (IK),154.01,2025-02-01
2025-03-15,2025-04-14,Kehancha,Kerosene (IK),154.01,2025-03-01
2025-04-15,2025-05-14,Kehancha,Kerosene (IK),151.61,2025-04-01
2025-05-15,2025-06-14,Kehancha,Kerosene (IK),151.61,2025-05-01
2025-06-15,2025-07-14,Kehancha,Kerosene (IK),149.98,2025-06-01
2025-07-15,2025-08-14,Kehancha,Kerosene (IK),160.0,2025-07-01
2025-08-15,2025-09-14,Kehancha,Kerosene (IK),159.0,2025-08-01
2025-09-15,2025-10-14,Kehancha,Kerosene (IK),158.2,2025-09-01
2025-10-15,2025-11-14,Kehancha,Kerosene (IK),158.2,2025-10-01
2025-11-15,2025-12-14,Kehancha,Kerosene (IK),158.2,2025-11-01
2025-12-15,2026-01-14,Kehancha,Kerosene (IK),158.2,2025-12-01
2026-01-15,2026-02-14,Kehancha,Kerosene (IK),157.2,2026-01-01
2026-01-15,2026-02-14,Kehancha,Kerosene (IK),157.2,2026-01-01
2026-01-15,2026-02-14,Kehancha,Kerosene (IK),157.2,2026-01-01
2024-11-15,2024-12-14,Kehancha,Super (PMS),182.87,2024-11-01
2024-12-15,2025-01-14,Kehancha,Super (PMS),178.52,2024-12-01
2025-01-15,2025-02-14,Kehancha,Super (PMS),178.81,2025-01-01
2025-02-15,2025-03-14,Kehancha,Super (PMS),178.81,2025-02-01
2025-03-15,2025-04-14,Kehancha,Super (PMS),178.81,2025-03-01
2025-04-15,2025-05-14,Kehancha,Super (PMS),176.86,2025-04-01
2025-05-15,2025-06-14,Kehancha,Super (PMS),176.86,2025-05-01
2025-06-15,2025-07-14,Kehancha,Super (PMS),179.96,2025-06-01
2025-07-15,2025-08-14,Kehancha,Super (PMS),189.32,2025-07-01
2025-08-15,2025-09-14,Kehancha,Super (PMS),188.34,2025-08-01
2025-09-15,2025-10-14,Kehancha,Super (PMS),187.55,2025-09-01
2025-10-15,2025-11-14,Kehancha,Super (PMS),187.55,2025-10-01
2025-11-15,2025-12-14,Kehancha,Super (PMS),187.55,2025-11-01
2025-12-15,2026-01-14,Kehancha,Super (PMS),187.55,2025-12-01
2026-01-15,2026-02-14,Kehancha,Super (PMS),185.55,2026-01-01
2026-01-15,2026-02-14,Kehancha,Super (PMS),185.55,2026-01-01
2026-01-15,2026-02-14,Kehancha,Super (PMS),185.55,2026-01-01
2024-11-15,2024-12-14,Kericho,Diesel (AGO),168.99,2024-11-01
2024-12-15,2025-01-14,Kericho,Diesel (AGO),165.99,2024-12-01
2025-01-15,2025-02-14,Kericho,Diesel (AGO),167.99,2025-01-01
2025-02-15,2025-03-14,Kericho,Diesel (AGO),167.99,2025-02-01
2025-03-15,2025-04-14,Kericho,Diesel (AGO),167.99,2025-03-01
2025-04-15,2025-05-14,Kericho,Diesel (AGO),165.79,2025-04-01
2025-05-15,2025-06-14,Kericho,Diesel (AGO),165.79,2025-05-01
2025-06-15,2025-07-14,Kericho,Diesel (AGO),163.76,2025-06-01
2025-07-15,2025-08-14,Kericho,Diesel (AGO),172.31,2025-07-01
2025-08-15,2025-09-14,Kericho,Diesel (AGO),172.31,2025-08-01
2025-09-15,2025-10-14,Kericho,Diesel (AGO),172.19,2025-09-01
2025-10-15,2025-11-14,Kericho,Diesel (AGO),172.19,2025-10-01
2025-11-15,2025-12-14,Kericho,Diesel (AGO),172.19,2025-11-01
2025-12-15,2026-01-14,Kericho,Diesel (AGO),172.19,2025-12-01
2026-01-15,2026-02-14,Kericho,Diesel (AGO),171.19,2026-01-01
2026-01-15,2026-02-14,Kericho,Diesel (AGO),171.19,2026-01-01
2026-01-15,2026-02-14,Kericho,Diesel (AGO),171.19,2026-01-01
2024-11-15,2024-12-14,Kericho,Kerosene (IK),152.37,2024-11-01
2024-12-15,2025-01-14,Kericho,Kerosene (IK),149.37,2024-12-01
2025-01-15,2025-02-14,Kericho,Kerosene (IK),152.37,2025-01-01
2025-02-15,2025-03-14,Kericho,Kerosene (IK),152.37,2025-02-01
2025-03-15,2025-04-14,Kericho,Kerosene (IK),152.37,2025-03-01
2025-04-15,2025-05-14,Kericho,Kerosene (IK),149.97,2025-04-01
2025-05-15,2025-06-14,Kericho,Kerosene (IK),149.97,2025-05-01
2025-06-15,2025-07-14,Kericho,Kerosene (IK),147.82,2025-06-01
2025-07-15,2025-08-14,Kericho,Kerosene (IK),157.34,2025-07-01
2025-08-15,2025-09-14,Kericho,Kerosene (IK),156.34,2025-08-01
2025-09-15,2025-10-14,Kericho,Kerosene (IK),155.54,2025-09-01
2025-10-15,2025-11-14,Kericho,Kerosene (IK),155.54,2025-10-01
2025-11-15,2025-12-14,Kericho,Kerosene (IK),155.54,2025-11-01
2025-12-15,2026-01-14,Kericho,Kerosene (IK),155.54,2025-12-01
2026-01-15,2026-02-14,Kericho,Kerosene (IK),154.54,2026-01-01
2026-01-15,2026-02-14,Kericho,Kerosene (IK),154.54,2026-01-01
2026-01-15,2026-02-14,Kericho,Kerosene (IK),154.54,2026-01-01
2024-11-15,2024-12-14,Kericho,Super (PMS),181.23,2024-11-01
2024-12-15,2025-01-14,Kericho,Super (PMS),176.88,2024-12-01
2025-01-15,2025-02-14,Kericho,Super (PMS),177.17,2025-01-01
2025-02-15,2025-03-14,Kericho,Super (PMS),177.17,2025-02-01
2025-03-15,2025-04-14,Kericho,Super (PMS),177.17,2025-03-01
2025-04-15,2025-05-14,Kericho,Super (PMS),175.22,2025-04-01
2025-05-15,2025-06-14,Kericho,Super (PMS),175.22,2025-05-01
2025-06-15,2025-07-14,Kericho,Super (PMS),177.82,2025-06-01
2025-07-15,2025-08-14,Kericho,Super (PMS),186.66,2025-07-01
2025-08-15,2025-09-14,Kericho,Super (PMS),185.68,2025-08-01
2025-09-15,2025-10-14,Kericho,Super (PMS),184.89,2025-09-01
2025-10-15,2025-11-14,Kericho,Super (PMS),184.89,2025-10-01
2025-11-15,2025-12-14,Kericho,Super (PMS),184.89,2025-11-01
2025-12-15,2026-01-14,Kericho,Super (PMS),184.89,2025-12-01
2026-01-15,2026-02-14,Kericho,Super (PMS),182.89,2026-01-01
2026-01-15,2026-02-14,Kericho,Super (PMS),182.89,2026-01-01
2026-01-15,2026-02-14,Kericho,Super (PMS),182.89,2026-01-01
2024-11-15,2024-12-14,Kerina,Diesel (AGO),169.53,2024-11-01
2024-12-15,2025-01-14,Kerina,Diesel (AGO),166.53,2024-12-01
2025-01-15,2025-02-14,Kerina,Diesel (AGO),168.53,2025-01-01
2025-02-15,2025-03-14,Kerina,Diesel (AGO),168.53,2025-02-01
2025-03-15,2025-04-14,Kerina,Diesel (AGO),168.53,2025-03-01
2025-04-15,2025-05-14,Kerina,Diesel (AGO),166.33,2025-04-01
2025-05-15,2025-06-14,Kerina,Diesel (AGO),166.33,2025-05-01
2025-06-15,2025-07-14,Kerina,Diesel (AGO),164.46,2025-06-01
2025-07-15,2025-08-14,Kerina,Diesel (AGO),173.17,2025-07-01
2025-08-15,2025-09-14,Kerina,Diesel (AGO),173.17,2025-08-01
2025-09-15,2025-10-14,Kerina,Diesel (AGO),173.06,2025-09-01
2025-10-15,2025-11-14,Kerina,Diesel (AGO),173.06,2025-10-01
2025-11-15,2025-12-14,Kerina,Diesel (AGO),173.06,2025-11-01
2025-12-15,2026-01-14,Kerina,Diesel (AGO),173.06,2025-12-01
2026-01-15,2026-02-14,Kerina,Diesel (AGO),172.06,2026-01-01
2026-01-15,2026-02-14,Kerina,Diesel (AGO),172.06,2026-01-01
2026-01-15,2026-02-14,Kerina,Diesel (AGO),172.06,2026-01-01
2024-11-15,2024-12-14,Kerina,Kerosene (IK),152.91,2024-11-01
2024-12-15,2025-01-14,Kerina,Kerosene (IK),149.91,2024-12-01
2025-01-15,2025-02-14,Kerina,Kerosene (IK),152.91,2025-01-01
2025-02-15,2025-03-14,Kerina,Kerosene (IK),152.91,2025-02-01
2025-03-15,2025-04-14,Kerina,Kerosene (IK),152.91,2025-03-01
2025-04-15,2025-05-14,Kerina,Kerosene (IK),150.51,2025-04-01
2025-05-15,2025-06-14,Kerina,Kerosene (IK),150.51,2025-05-01
2025-06-15,2025-07-14,Kerina,Kerosene (IK),148.53,2025-06-01
2025-07-15,2025-08-14,Kerina,Kerosene (IK),158.21,2025-07-01
2025-08-15,2025-09-14,Kerina,Kerosene (IK),157.21,2025-08-01
2025-09-15,2025-10-14,Kerina,Kerosene (IK),156.41,2025-09-01
2025-10-15,2025-11-14,Kerina,Kerosene (IK),156.41,2025-10-01
2025-11-15,2025-12-14,Kerina,Kerosene (IK),156.41,2025-11-01
2025-12-15,2026-01-14,Kerina,Kerosene (IK),156.41,2025-12-01
2026-01-15,2026-02-14,Kerina,Kerosene (IK),155.41,2026-01-01
2026-01-15,2026-02-14,Kerina,Kerosene (IK),155.41,2026-01-01
2026-01-15,2026-02-14,Kerina,Kerosene (IK),155.41,2026-01-01
2024-11-15,2024-12-14,Kerina,Super (PMS),181.77,2024-11-01
2024-12-15,2025-01-14,Kerina,Super (PMS),177.41,2024-12-01
2025-01-15,2025-02-14,Kerina,Super (PMS),177.7,2025-01-01
2025-02-15,2025-03-14,Kerina,Super (PMS),177.7,2025-02-01
2025-03-15,2025-04-14,Kerina,Super (PMS),177.7,2025-03-01
2025-04-15,2025-05-14,Kerina,Super (PMS),175.75,2025-04-01
2025-05-15,2025-06-14,Kerina,Super (PMS),175.75,2025-05-01
2025-06-15,2025-07-14,Kerina,Super (PMS),178.51,2025-06-01
2025-07-15,2025-08-14,Kerina,Super (PMS),187.53,2025-07-01
2025-08-15,2025-09-14,Kerina,Super (PMS),186.54,2025-08-01
2025-09-15,2025-10-14,Kerina,Super (PMS),185.75,2025-09-01
2025-10-15,2025-11-14,Kerina,Super (PMS),185.75,2025-10-01
2025-11-15,2025-12-14,Kerina,Super (PMS),185.75,2025-11-01
2025-12-15,2026-01-14,Kerina,Super (PMS),185.75,2025-12-01
2026-01-15,2026-02-14,Kerina,Super (PMS),183.75,2026-01-01
2026-01-15,2026-02-14,Kerina,Super (PMS),183.75,2026-01-01
2026-01-15,2026-02-14,Kerina,Super (PMS),183.75,2026-01-01
2024-11-15,2024-12-14,Keringet,Diesel (AGO),169.22,2024-11-01
2024-12-15,2025-01-14,Keringet,Diesel (AGO),166.22,2024-12-01
2025-01-15,2025-02-14,Keringet,Diesel (AGO),168.22,2025-01-01
2025-02-15,2025-03-14,Keringet,Diesel (AGO),168.22,2025-02-01
2025-03-15,2025-04-14,Keringet,Diesel (AGO),168.22,2025-03-01
2025-04-15,2025-05-14,Keringet,Diesel (AGO),166.02,2025-04-01
2025-05-15,2025-06-14,Keringet,Diesel (AGO),166.02,2025-05-01
2025-06-15,2025-07-14,Keringet,Diesel (AGO),164.05,2025-06-01
2025-07-15,2025-08-14,Keringet,Diesel (AGO),172.66,2025-07-01
2025-08-15,2025-09-14,Keringet,Diesel (AGO),172.66,2025-08-01
2025-09-15,2025-10-14,Keringet,Diesel (AGO),172.55,2025-09-01
2025-10-15,2025-11-14,Keringet,Diesel (AGO),172.55,2025-10-01
2025-11-15,2025-12-14,Keringet,Diesel (AGO),172.55,2025-11-01
2025-12-15,2026-01-14,Keringet,Diesel (AGO),172.55,2025-12-01
2026-01-15,2026-02-14,Keringet,Diesel (AGO),171.55,2026-01-01
2026-01-15,2026-02-14,Keringet,Diesel (AGO),171.55,2026-01-01
2026-01-15,2026-02-14,Keringet,Diesel (AGO),171.55,2026-01-01
2024-11-15,2024-12-14,Keringet,Kerosene (IK),152.59,2024-11-01
2024-12-15,2025-01-14,Keringet,Kerosene (IK),149.59,2024-12-01
2025-01-15,2025-02-14,Keringet,Kerosene (IK),152.59,2025-01-01
2025-02-15,2025-03-14,Keringet,Kerosene (IK),152.59,2025-02-01
2025-03-15,2025-04-14,Keringet,Kerosene (IK),152.59,2025-03-01
2025-04-15,2025-05-14,Keringet,Kerosene (IK),150.19,2025-04-01
2025-05-15,2025-06-14,Keringet,Kerosene (IK),150.19,2025-05-01
2025-06-15,2025-07-14,Keringet,Kerosene (IK),148.11,2025-06-01
2025-07-15,2025-08-14,Keringet,Kerosene (IK),157.7,2025-07-01
2025-08-15,2025-09-14,Keringet,Kerosene (IK),156.7,2025-08-01
2025-09-15,2025-10-14,Keringet,Kerosene (IK),155.9,2025-09-01
2025-10-15,2025-11-14,Keringet,Kerosene (IK),155.9,2025-10-01
2025-11-15,2025-12-14,Keringet,Kerosene (IK),155.9,2025-11-01
2025-12-15,2026-01-14,Keringet,Kerosene (IK),155.9,2025-12-01
2026-01-15,2026-02-14,Keringet,Kerosene (IK),154.9,2026-01-01
2026-01-15,2026-02-14,Keringet,Kerosene (IK),154.9,2026-01-01
2026-01-15,2026-02-14,Keringet,Kerosene (IK),154.9,2026-01-01
2024-11-15,2024-12-14,Keringet,Super (PMS),181.45,2024-11-01
2024-12-15,2025-01-14,Keringet,Super (PMS),177.1,2024-12-01
2025-01-15,2025-02-14,Keringet,Super (PMS),177.39,2025-01-01
2025-02-15,2025-03-14,Keringet,Super (PMS),177.39,2025-02-01
2025-03-15,2025-04-14,Keringet,Super (PMS),177.39,2025-03-01
2025-04-15,2025-05-14,Keringet,Super (PMS),175.44,2025-04-01
2025-05-15,2025-06-14,Keringet,Super (PMS),175.44,2025-05-01
2025-06-15,2025-07-14,Keringet,Super (PMS),178.11,2025-06-01
2025-07-15,2025-08-14,Keringet,Super (PMS),187.02,2025-07-01
2025-08-15,2025-09-14,Keringet,Super (PMS),186.03,2025-08-01
2025-09-15,2025-10-14,Keringet,Super (PMS),185.24,2025-09-01
2025-10-15,2025-11-14,Keringet,Super (PMS),185.24,2025-10-01
2025-11-15,2025-12-14,Keringet,Super (PMS),185.24,2025-11-01
2025-12-15,2026-01-14,Keringet,Super (PMS),185.24,2025-12-01
2026-01-15,2026-02-14,Keringet,Super (PMS),183.24,2026-01-01
2026-01-15,2026-02-14,Keringet,Super (PMS),183.24,2026-01-01
2026-01-15,2026-02-14,Keringet,Super (PMS),183.24,2026-01-01
2024-11-15,2024-12-14,Keroka,Diesel (AGO),169.41,2024-11-01
2024-12-15,2025-01-14,Keroka,Diesel (AGO),166.41,2024-12-01
2025-01-15,2025-02-14,Keroka,Diesel (AGO),168.41,2025-01-01
2025-02-15,2025-03-14,Keroka,Diesel (AGO),168.41,2025-02-01
2025-03-15,2025-04-14,Keroka,Diesel (AGO),168.41,2025-03-01
2025-04-15,2025-05-14,Keroka,Diesel (AGO),166.21,2025-04-01
2025-05-15,2025-06-14,Keroka,Diesel (AGO),166.21,2025-05-01
2025-06-15,2025-07-14,Keroka,Diesel (AGO),164.3,2025-06-01
2025-07-15,2025-08-14,Keroka,Diesel (AGO),172.97,2025-07-01
2025-08-15,2025-09-14,Keroka,Diesel (AGO),172.97,2025-08-01
2025-09-15,2025-10-14,Keroka,Diesel (AGO),172.86,2025-09-01
2025-10-15,2025-11-14,Keroka,Diesel (AGO),172.86,2025-10-01
2025-11-15,2025-12-14,Keroka,Diesel (AGO),172.86,2025-11-01
2025-12-15,2026-01-14,Keroka,Diesel (AGO),172.86,2025-12-01
2026-01-15,2026-02-14,Keroka,Diesel (AGO),171.86,2026-01-01
2026-01-15,2026-02-14,Keroka,Diesel (AGO),171.86,2026-01-01
2026-01-15,2026-02-14,Keroka,Diesel (AGO),171.86,2026-01-01
2024-11-15,2024-12-14,Keroka,Kerosene (IK),152.78,2024-11-01
2024-12-15,2025-01-14,Keroka,Kerosene (IK),149.78,2024-12-01
2025-01-15,2025-02-14,Keroka,Kerosene (IK),152.78,2025-01-01
2025-02-15,2025-03-14,Keroka,Kerosene (IK),152.78,2025-02-01
2025-03-15,2025-04-14,Keroka,Kerosene (IK),152.78,2025-03-01
2025-04-15,2025-05-14,Keroka,Kerosene (IK),150.38,2025-04-01
2025-05-15,2025-06-14,Keroka,Kerosene (IK),150.38,2025-05-01
2025-06-15,2025-07-14,Keroka,Kerosene (IK),148.36,2025-06-01
2025-07-15,2025-08-14,Keroka,Kerosene (IK),158.0,2025-07-01
2025-08-15,2025-09-14,Keroka,Kerosene (IK),157.0,2025-08-01
2025-09-15,2025-10-14,Keroka,Kerosene (IK),156.2,2025-09-01
2025-10-15,2025-11-14,Keroka,Kerosene (IK),156.2,2025-10-01
2025-11-15,2025-12-14,Keroka,Kerosene (IK),156.2,2025-11-01
2025-12-15,2026-01-14,Keroka,Kerosene (IK),156.2,2025-12-01
2026-01-15,2026-02-14,Keroka,Kerosene (IK),155.2,2026-01-01
2026-01-15,2026-02-14,Keroka,Kerosene (IK),155.2,2026-01-01
2026-01-15,2026-02-14,Keroka,Kerosene (IK),155.2,2026-01-01
2024-11-15,2024-12-14,Keroka,Super (PMS),181.64,2024-11-01
2024-12-15,2025-01-14,Keroka,Super (PMS),177.28,2024-12-01
2025-01-15,2025-02-14,Keroka,Super (PMS),177.58,2025-01-01
2025-02-15,2025-03-14,Keroka,Super (PMS),177.57,2025-02-01
2025-03-15,2025-04-14,Keroka,Super (PMS),177.57,2025-03-01
2025-04-15,2025-05-14,Keroka,Super (PMS),175.63,2025-04-01
2025-05-15,2025-06-14,Keroka,Super (PMS),175.63,2025-05-01
2025-06-15,2025-07-14,Keroka,Super (PMS),178.35,2025-06-01
2025-07-15,2025-08-14,Keroka,Super (PMS),187.33,2025-07-01
