From,To,Town,Super (PMS),Diesel (AGO),Kerosene (IK),date_from,date_to,location
15-11-2024,14-12-2024,Eldoret,180.68,168.45,151.82,2024-11-15,2024-12-14,Eldoret
15-11-2024,14-12-2024,Lokitaung,189.09,176.85,160.23,2024-11-15,2024-12-14,Lokitaung
15-11-2024,14-12-2024,Kapcherop,181.34,169.1,152.48,2024-11-15,2024-12-14,Kapcherop
15-11-2024,14-12-2024,Isebania,182.78,170.54,153.92,2024-11-15,2024-12-14,Isebania
15-11-2024,14-12-2024,Nyangusu,182.07,169.84,153.21,2024-11-15,2024-12-14,Nyangusu
15-11-2024,14-12-2024,Mwatate,179.37,166.77,150.09,2024-11-15,2024-12-14,Mwatate
15-11-2024,14-12-2024,Dadaab,186.62,174.02,157.35,2024-11-15,2024-12-14,Dadaab
15-11-2024,14-12-2024,Nyahururu,180.14,167.9,151.26,2024-11-15,2024-12-14,Nyahururu
15-11-2024,14-12-2024,Chepareria,181.98,169.74,153.12,2024-11-15,2024-12-14,Chepareria
15-11-2024,14-12-2024,Loruk,182.69,170.45,153.83,2024-11-15,2024-12-14,Loruk
15-11-2024,14-12-2024,Siaya,181.04,168.8,152.18,2024-11-15,2024-12-14,Siaya
15-11-2024,14-12-2024,Rongo,181.89,169.66,153.03,2024-11-15,2024-12-14,Rongo
15-11-2024,14-12-2024,Voi,179.01,166.41,149.73,2024-11-15,2024-12-14,Voi
15-11-2024,14-12-2024,Meru,183.99,171.39,154.71,2024-11-15,2024-12-14,Meru
15-11-2024,14-12-2024,Laisamis,186.08,173.49,156.81,2024-11-15,2024-12-14,Laisamis
15-11-2024,14-12-2024,Kapsowar,181.23,168.99,152.37,2024-11-15,2024-12-14,Kapsowar
15-11-2024,14-12-2024,Kiwawa,182.84,170.6,153.98,2024-11-15,2024-12-14,Kiwawa
15-11-2024,14-12-2024,Chepkorniswo,181.8,169.57,152.93,2024-11-15,2024-12-14,Chepkorniswo
15-11-2024,14-12-2024,Awasi,180.65,168.41,151.79,2024-11-15,2024-12-14,Awasi
15-11-2024,14-12-2024,Nyeri,182.13,169.53,152.86,2024-11-15,2024-12-14,Nyeri
15-11-2024,14-12-2024,Lamuria,182.61,170.01,153.34,2024-11-15,2024-12-14,Lamuria
15-11-2024,14-12-2024,Kapsabet,180.7,168.47,151.84,2024-11-15,2024-12-14,Kapsabet
15-11-2024,14-12-2024,Soy,180.69,168.45,151.82,2024-11-15,2024-12-14,Soy
15-11-2024,14-12-2024,Kapese,184.07,171.83,155.2,2024-11-15,2024-12-14,Kapese
15-11-2024,14-12-2024,Etago,182.24,170.0,153.38,2024-11-15,2024-12-14,Etago
15-11-2024,14-12-2024,Ikonge,181.08,168.84,152.21,2024-11-15,2024-12-14,Ikonge
15-11-2024,14-12-2024,Thika,180.66,168.07,151.39,2024-11-15,2024-12-14,Thika
15-11-2024,14-12-2024,Mandera,194.66,182.07,165.39,2024-11-15,2024-12-14,Mandera
15-11-2024,14-12-2024,Kabarnet,181.17,168.94,152.31,2024-11-15,2024-12-14,Kabarnet
15-11-2024,14-12-2024,Kakuma,186.89,174.65,158.03,2024-11-15,2024-12-14,Kakuma
15-11-2024,14-12-2024,Serem,181.27,169.04,152.41,2024-11-15,2024-12-14,Serem
15-11-2024,14-12-2024,Keroka,181.64,169.41,152.78,2024-11-15,2024-12-14,Keroka
15-11-2024,14-12-2024,SioPort,181.6,169.36,152.74,2024-11-15,2024-12-14,SioPort
15-11-2024,14-12-2024,Minjila,179.86,167.26,150.58,2024-11-15,2024-12-14,Minjila
15-11-2024,14-12-2024,Liboi,188.11,175.51,158.84,2024-11-15,2024-12-14,Liboi
15-11-2024,14-12-2024,Mogotio,179.81,167.57,150.95,2024-11-15,2024-12-14,Mogotio
15-11-2024,14-12-2024,Kaiboi,180.74,168.51,151.88,2024-11-15,2024-12-14,Kaiboi
15-11-2024,14-12-2024,Eldama Ravine,181.58,169.34,152.71,2024-11-15,2024-12-14,Eldama Ravine
15-11-2024,14-12-2024,Oyugis,181.31,169.07,152.45,2024-11-15,2024-12-14,Oyugis
15-11-2024,14-12-2024,Harambee,180.73,168.49,151.87,2024-11-15,2024-12-14,Harambee
15-11-2024,14-12-2024,Likoni Mainland,177.8,165.21,148.54,2024-11-15,2024-12-14,Likoni Mainland
15-11-2024,14-12-2024,Mwingi,182.72,170.13,153.45,2024-11-15,2024-12-14,Mwingi
15-11-2024,14-12-2024,Maikona,188.64,176.04,159.36,2024-11-15,2024-12-14,Maikona
15-11-2024,14-12-2024,Moiben,180.7,168.47,151.84,2024-11-15,2024-12-14,Moiben
15-11-2024,14-12-2024,Loima,184.23,171.99,155.37,2024-11-15,2024-12-14,Loima
15-11-2024,14-12-2024,Asilong,182.04,169.8,153.18,2024-11-15,2024-12-14,Asilong
15-11-2024,14-12-2024,Rodi Kopany,181.63,169.39,152.77,2024-11-15,2024-12-14,Rodi Kopany
15-11-2024,14-12-2024,Sagana,181.46,168.86,152.18,2024-11-15,2024-12-14,Sagana
15-11-2024,14-12-2024,Bute,189.33,176.74,160.06,2024-11-15,2024-12-14,Bute
15-11-2024,14-12-2024,Kiplombe,180.68,168.45,151.82,2024-11-15,2024-12-14,Kiplombe
15-11-2024,14-12-2024,Kapedo,183.72,171.48,154.86,2024-11-15,2024-12-14,Kapedo
15-11-2024,14-12-2024,Sambalat,182.07,169.85,153.21,2024-11-15,2024-12-14,Sambalat
15-11-2024,14-12-2024,Bomet,181.88,169.64,153.02,2024-11-15,2024-12-14,Bomet
15-11-2024,14-12-2024,Sengera,181.99,169.75,153.13,2024-11-15,2024-12-14,Sengera
15-11-2024,14-12-2024,Wundanji,179.55,166.96,150.28,2024-11-15,2024-12-14,Wundanji
15-11-2024,14-12-2024,Tarbaj,190.44,177.85,161.17,2024-11-15,2024-12-14,Tarbaj
15-11-2024,14-12-2024,Archers Post,183.34,171.1,154.48,2024-11-15,2024-12-14,Archers Post
15-11-2024,14-12-2024,Lomut,183.72,171.48,154.86,2024-11-15,2024-12-14,Lomut
15-11-2024,14-12-2024,Kabartonjo,181.58,169.34,152.71,2024-11-15,2024-12-14,Kabartonjo
15-11-2024,14-12-2024,Kericho,181.23,168.99,152.37,2024-11-15,2024-12-14,Kericho
15-11-2024,14-12-2024,Kaspokwony,181.85,169.62,152.99,2024-11-15,2024-12-14,Kaspokwony
15-11-2024,14-12-2024,Taveta,180.52,167.92,151.25,2024-11-15,2024-12-14,Taveta
15-11-2024,14-12-2024,Isiolo,183.83,171.24,154.56,2024-11-15,2024-12-14,Isiolo
15-11-2024,14-12-2024,Merille,185.76,173.16,156.48,2024-11-15,2024-12-14,Merille
15-11-2024,14-12-2024,Chebara,181.1,168.87,152.24,2024-11-15,2024-12-14,Chebara
15-11-2024,14-12-2024,Ortum,182.4,170.16,153.54,2024-11-15,2024-12-14,Ortum
15-11-2024,14-12-2024,Kaibichbich,181.75,169.51,152.89,2024-11-15,2024-12-14,Kaibichbich
15-11-2024,14-12-2024,Ahero,180.68,168.44,151.82,2024-11-15,2024-12-14,Ahero
15-11-2024,14-12-2024,Namanga,182.32,169.72,153.04,2024-11-15,2024-12-14,Namanga
15-11-2024,14-12-2024,Sipili,183.54,170.94,154.27,2024-11-15,2024-12-14,Sipili
15-11-2024,14-12-2024,Webuye,181.15,168.91,152.28,2024-11-15,2024-12-14,Webuye
15-11-2024,14-12-2024,Moi's Bridge,180.76,168.52,151.89,2024-11-15,2024-12-14,Moi's Bridge
15-11-2024,14-12-2024,Kalemngorok,183.41,171.17,154.55,2024-11-15,2024-12-14,Kalemngorok
15-11-2024,14-12-2024,Magenche,182.35,170.11,153.49,2024-11-15,2024-12-14,Magenche
15-11-2024,14-12-2024,Nyansiongo,181.5,169.27,152.64,2024-11-15,2024-12-14,Nyansiongo
15-11-2024,14-12-2024,Machakos,180.91,168.32,151.64,2024-11-15,2024-12-14,Machakos
15-11-2024,14-12-2024,Matuu,181.62,169.02,152.35,2024-11-15,2024-12-14,Matuu
15-11-2024,14-12-2024,Maralal,182.34,170.1,153.48,2024-11-15,2024-12-14,Maralal
15-11-2024,14-12-2024,Lokichar,184.1,171.87,155.24,2024-11-15,2024-12-14,Lokichar
15-11-2024,14-12-2024,Kabiyet,180.69,168.45,151.82,2024-11-15,2024-12-14,Kabiyet
15-11-2024,14-12-2024,Busia,181.61,169.38,152.75,2024-11-15,2024-12-14,Busia
15-11-2024,14-12-2024,Port Bunyala,181.66,169.42,152.8,2024-11-15,2024-12-14,Port Bunyala
15-11-2024,14-12-2024,Garsen,179.95,167.35,150.68,2024-11-15,2024-12-14,Garsen
15-11-2024,14-12-2024,Moyale,190.79,178.2,161.52,2024-11-15,2024-12-14,Moyale
15-11-2024,14-12-2024,Molo,179.9,167.67,151.04,2024-11-15,2024-12-14,Molo
15-11-2024,14-12-2024,Kiminini,181.27,169.04,152.41,2024-11-15,2024-12-14,Kiminini
15-11-2024,14-12-2024,Tenges,181.73,169.5,152.87,2024-11-15,2024-12-14,Tenges
15-11-2024,14-12-2024,Kakamega,180.74,168.5,151.88,2024-11-15,2024-12-14,Kakamega
15-11-2024,14-12-2024,Muhuru Bay,182.63,170.39,153.77,2024-11-15,2024-12-14,Muhuru Bay
15-11-2024,14-12-2024,Kwale,177.8,165.21,148.54,2024-11-15,2024-12-14,Kwale
15-11-2024,14-12-2024,Nanyuki,182.73,170.14,153.46,2024-11-15,2024-12-14,Nanyuki
15-11-2024,14-12-2024,Kalacha,189.22,176.62,159.95,2024-11-15,2024-12-14,Kalacha
15-11-2024,14-12-2024,Matunda,180.67,168.44,151.81,2024-11-15,2024-12-14,Matunda
15-11-2024,14-12-2024,Lokiriama,185.91,173.68,157.05,2024-11-15,2024-12-14,Lokiriama
15-11-2024,14-12-2024,Orolwo,182.07,169.85,153.21,2024-11-15,2024-12-14,Orolwo
15-11-2024,14-12-2024,Ndhiwa,181.92,169.68,153.06,2024-11-15,2024-12-14,Ndhiwa
15-11-2024,14-12-2024,Embu,181.84,169.24,152.57,2024-11-15,2024-12-14,Embu
15-11-2024,14-12-2024,Hadado,187.82,175.22,158.55,2024-11-15,2024-12-14,Hadado
15-11-2024,14-12-2024,Iten,180.68,168.45,151.82,2024-11-15,2024-12-14,Iten
15-11-2024,14-12-2024,Malaba,181.93,169.71,153.07,2024-11-15,2024-12-14,Malaba
15-11-2024,14-12-2024,Arror,181.7,169.46,152.84,2024-11-15,2024-12-14,Arror
15-11-2024,14-12-2024,Muhoroni,180.93,168.69,152.06,2024-11-15,2024-12-14,Muhoroni
15-11-2024,14-12-2024,Keumbu,181.7,169.46,152.84,2024-11-15,2024-12-14,Keumbu
15-11-2024,14-12-2024,Kaloleni,177.6,165.0,148.32,2024-11-15,2024-12-14,Kaloleni
15-11-2024,14-12-2024,Elwak,192.17,179.57,162.89,2024-11-15,2024-12-14,Elwak
15-11-2024,14-12-2024,Lodosoit,184.52,172.28,155.66,2024-11-15,2024-12-14,Lodosoit
15-11-2024,14-12-2024,Burgich,182.42,170.18,153.56,2024-11-15,2024-12-14,Burgich
15-11-2024,14-12-2024,Tindiret,181.64,169.41,152.78,2024-11-15,2024-12-14,Tindiret
15-11-2024,14-12-2024,Nyamira,181.3,169.06,152.44,2024-11-15,2024-12-14,Nyamira
15-11-2024,14-12-2024,Chwele,181.8,169.56,152.93,2024-11-15,2024-12-14,Chwele
15-01-2026,14-02-2026,Siaya,182.58,170.89,154.24,2026-01-15,2026-02-14,Siaya
15-01-2026,14-02-2026,Rongo,183.96,172.26,155.61,2026-01-15,2026-02-14,Rongo
15-01-2026,14-02-2026,Samburu,179.39,167.34,150.66,2026-01-15,2026-02-14,Samburu
15-01-2026,14-02-2026,Sololo,196.83,184.77,168.08,2026-01-15,2026-02-14,Sololo
15-01-2026,14-02-2026,Olenguruone,182.47,170.77,154.12,2026-01-15,2026-02-14,Olenguruone
15-01-2026,14-02-2026,Endebes,183.55,171.86,155.21,2026-01-15,2026-02-14,Endebes
15-01-2026,14-02-2026,Barwessa,183.89,172.2,155.55,2026-01-15,2026-02-14,Barwessa
15-01-2026,14-02-2026,Mumias,182.57,170.88,154.23,2026-01-15,2026-02-14,Mumias
15-01-2026,14-02-2026,Kehancha,185.55,173.85,157.2,2026-01-15,2026-02-14,Kehancha
15-01-2026,14-02-2026,Taru,179.7,167.65,150.97,2026-01-15,2026-02-14,Taru
15-01-2026,14-02-2026,Habaswein,194.02,181.97,165.26,2026-01-15,2026-02-14,Habaswein
15-01-2026,14-02-2026,Londiani,181.64,169.95,153.29,2026-01-15,2026-02-14,Londiani
15-01-2026,14-02-2026,Saboti,183.0,171.31,154.66,2026-01-15,2026-02-14,Saboti
15-01-2026,14-02-2026,Kipsaraman,185.46,173.77,157.12,2026-01-15,2026-02-14,Kipsaraman
15-01-2026,14-02-2026,Bondo,182.37,170.68,154.03,2026-01-15,2026-02-14,Bondo
15-01-2026,14-02-2026,Ntimaru,186.08,174.39,157.73,2026-01-15,2026-02-14,Ntimaru
15-01-2026,14-02-2026,Mwatate,182.01,169.96,153.27,2026-01-15,2026-02-14,Mwatate
15-01-2026,14-02-2026,Dadaab,191.75,179.7,163.01,2026-01-15,2026-02-14,Dadaab
15-01-2026,14-02-2026,Nyahururu,181.62,169.93,153.28,2026-01-15,2026-02-14,Nyahururu
15-01-2026,14-02-2026,Chepareria,184.1,172.4,155.75,2026-01-15,2026-02-14,Chepareria
15-01-2026,14-02-2026,Loruk,185.24,173.54,156.89,2026-01-15,2026-02-14,Loruk
15-01-2026,14-02-2026,Chepkorniswo,183.81,172.11,155.46,2026-01-15,2026-02-14,Chepkorniswo
15-01-2026,14-02-2026,Awasi,181.94,170.25,153.6,2026-01-15,2026-02-14,Awasi
15-01-2026,14-02-2026,Malindi,180.47,168.42,151.72,2026-01-15,2026-02-14,Malindi
15-01-2026,14-02-2026,Nkubu,187.17,175.12,158.42,2026-01-15,2026-02-14,Nkubu
15-01-2026,14-02-2026,Loyangalani,196.05,184.0,167.3,2026-01-15,2026-02-14,Loyangalani
15-01-2026,14-02-2026,Burnt Forest,181.93,170.23,153.58,2026-01-15,2026-02-14,Burnt Forest
15-01-2026,14-02-2026,Kainuk,185.6,173.9,157.25,2026-01-15,2026-02-14,Kainuk
15-01-2026,14-02-2026,Sebit,184.17,172.47,155.82,2026-01-15,2026-02-14,Sebit
15-01-2026,14-02-2026,Rangwe,183.51,171.82,155.17,2026-01-15,2026-02-14,Rangwe
15-01-2026,14-02-2026,Lungalunga,180.49,168.44,151.75,2026-01-15,2026-02-14,Lungalunga
15-01-2026,14-02-2026,Mtito Andei,186.36,174.31,157.62,2026-01-15,2026-02-14,Mtito Andei
15-01-2026,14-02-2026,Turbi,195.71,183.66,166.97,2026-01-15,2026-02-14,Turbi
15-01-2026,14-02-2026,Tambach,182.08,170.39,153.74,2026-01-15,2026-02-14,Tambach
15-01-2026,14-02-2026,Kacheliba,184.43,172.73,156.09,2026-01-15,2026-02-14,Kacheliba
15-01-2026,14-02-2026,Morpus,184.01,172.32,155.66,2026-01-15,2026-02-14,Morpus
15-01-2026,14-02-2026,Sindo,183.53,171.84,155.18,2026-01-15,2026-02-14,Sindo
15-01-2026,14-02-2026,Voi,181.43,169.38,152.69,2026-01-15,2026-02-14,Voi
15-01-2026,14-02-2026,Meru,187.51,175.45,158.75,2026-01-15,2026-02-14,Meru
15-01-2026,14-02-2026,Laisamis,190.88,178.83,162.13,2026-01-15,2026-02-14,Laisamis
15-01-2026,14-02-2026,Kapsowar,182.89,171.19,154.54,2026-01-15,2026-02-14,Kapsowar
15-01-2026,14-02-2026,Kiwawa,185.48,173.79,157.14,2026-01-15,2026-02-14,Kiwawa
15-01-2026,14-02-2026,Etago,184.52,172.83,156.17,2026-01-15,2026-02-14,Etago
15-01-2026,14-02-2026,Ikonge,182.64,170.95,154.29,2026-01-15,2026-02-14,Ikonge
15-01-2026,14-02-2026,Kerugoya,183.92,171.87,155.18,2026-01-15,2026-02-14,Kerugoya
15-01-2026,14-02-2026,Mai Mahiu,182.36,170.31,153.61,2026-01-15,2026-02-14,Mai Mahiu
15-01-2026,14-02-2026,Naiberi,182.38,170.68,154.03,2026-01-15,2026-02-14,Naiberi
15-01-2026,14-02-2026,Lokichogio,194.05,182.35,165.7,2026-01-15,2026-02-14,Lokichogio
15-01-2026,14-02-2026,Tot,184.01,172.32,155.66,2026-01-15,2026-02-14,Tot
15-01-2026,14-02-2026,Mbita,183.4,171.7,155.05,2026-01-15,2026-02-14,Mbita
15-01-2026,14-02-2026,Marani,183.13,171.43,154.79,2026-01-15,2026-02-14,Marani
15-01-2026,14-02-2026,Narok,184.55,172.5,155.81,2026-01-15,2026-02-14,Narok
15-01-2026,14-02-2026,Doldo,186.81,174.76,158.07,2026-01-15,2026-02-14,Doldo
15-01-2026,14-02-2026,Kesses,182.38,170.68,154.03,2026-01-15,2026-02-14,Kesses
15-01-2026,14-02-2026,Ziwa,182.35,170.66,154.01,2026-01-15,2026-02-14,Ziwa
15-01-2026,14-02-2026,Kaptarakwa,182.35,170.66,154.01,2026-01-15,2026-02-14,Kaptarakwa
15-01-2026,14-02-2026,Mbale,182.37,170.68,154.03,2026-01-15,2026-02-14,Mbale
15-01-2026,14-02-2026,Kerina,183.75,172.06,155.41,2026-01-15,2026-02-14,Kerina
15-01-2026,14-02-2026,Nyeri,184.53,172.48,155.78,2026-01-15,2026-02-14,Nyeri
15-01-2026,14-02-2026,Lamuria,185.29,173.24,156.54,2026-01-15,2026-02-14,Lamuria
15-01-2026,14-02-2026,Kapsabet,182.03,170.34,153.7,2026-01-15,2026-02-14,Kapsabet
15-01-2026,14-02-2026,Soy,182.01,170.32,153.67,2026-01-15,2026-02-14,Soy
15-01-2026,14-02-2026,Kapese,187.45,175.76,159.1,2026-01-15,2026-02-14,Kapese
15-01-2026,14-02-2026,Keroka,183.55,171.86,155.2,2026-01-15,2026-02-14,Keroka
15-01-2026,14-02-2026,SioPort,183.48,171.79,155.14,2026-01-15,2026-02-14,SioPort
15-01-2026,14-02-2026,Marereni,181.6,169.56,152.86,2026-01-15,2026-02-14,Marereni
15-01-2026,14-02-2026,Wajir,198.17,186.12,169.43,2026-01-15,2026-02-14,Wajir
15-01-2026,14-02-2026,Naivasha,181.76,170.06,153.41,2026-01-15,2026-02-14,Naivasha
15-01-2026,14-02-2026,Sigor,185.04,173.34,156.69,2026-01-15,2026-02-14,Sigor
15-01-2026,14-02-2026,O'lessos,182.13,170.44,153.78,2026-01-15,2026-02-14,O'lessos
15-01-2026,14-02-2026,Kisii,183.53,171.84,155.18,2026-01-15,2026-02-14,Kisii
15-01-2026,14-02-2026,Kimilili,183.67,171.97,155.32,2026-01-15,2026-02-14,Kimilili
15-01-2026,14-02-2026,Nairobi,182.52,170.47,153.78,2026-01-15,2026-02-14,Nairobi
15-01-2026,14-02-2026,Modogashe,194.26,182.21,165.52,2026-01-15,2026-02-14,Modogashe
15-01-2026,14-02-2026,Marigat,182.45,170.75,154.1,2026-01-15,2026-02-14,Marigat
15-01-2026,14-02-2026,Lodwar,189.24,177.55,160.9,2026-01-15,2026-02-14,Lodwar
15-01-2026,14-02-2026,Kobujoi,182.82,171.12,154.47,2026-01-15,2026-02-14,Kobujoi
15-01-2026,14-02-2026,Sotik,183.24,171.54,154.89,2026-01-15,2026-02-14,Sotik
15-01-2026,14-02-2026,Nambale,183.51,171.82,155.17,2026-01-15,2026-02-14,Nambale
15-01-2026,14-02-2026,Thika,182.16,170.11,153.42,2026-01-15,2026-02-14,Thika
15-01-2026,14-02-2026,Mandera,204.7,192.65,175.96,2026-01-15,2026-02-14,Mandera
15-01-2026,14-02-2026,Kabarnet,183.3,171.61,154.95,2026-01-15,2026-02-14,Kabarnet
15-01-2026,14-02-2026,Kakuma,191.99,180.3,163.65,2026-01-15,2026-02-14,Kakuma
15-01-2026,14-02-2026,Serem,182.95,171.26,154.61,2026-01-15,2026-02-14,Serem
15-01-2026,14-02-2026,Oyugis,183.02,171.33,154.67,2026-01-15,2026-02-14,Oyugis
15-01-2026,14-02-2026,Harambee,182.08,170.38,153.73,2026-01-15,2026-02-14,Harambee
15-01-2026,14-02-2026,Hola,185.07,173.02,156.33,2026-01-15,2026-02-14,Hola
15-01-2026,14-02-2026,Garissa,189.36,177.3,160.61,2026-01-15,2026-02-14,Garissa
15-01-2026,14-02-2026,Nakuru,181.56,169.87,153.21,2026-01-15,2026-02-14,Nakuru
15-01-2026,14-02-2026,Timboroa,182.42,170.73,154.07,2026-01-15,2026-02-14,Timboroa
15-01-2026,14-02-2026,Kwanza,183.91,172.22,155.57,2026-01-15,2026-02-14,Kwanza
15-01-2026,14-02-2026,Kisumu,182.37,170.68,154.03,2026-01-15,2026-02-14,Kisumu
15-01-2026,14-02-2026,Asembo,182.15,170.45,153.8,2026-01-15,2026-02-14,Asembo
15-01-2026,14-02-2026,Mpeketoni,184.58,172.54,155.84,2026-01-15,2026-02-14,Mpeketoni
15-01-2026,14-02-2026,Marsabit,195.73,183.68,166.99,2026-01-15,2026-02-14,Marsabit
15-01-2026,14-02-2026,Gilgil,181.13,169.43,152.78,2026-01-15,2026-02-14,Gilgil
15-01-2026,14-02-2026,Nandi Hills,182.35,170.66,154.01,2026-01-15,2026-02-14,Nandi Hills
15-01-2026,14-02-2026,Kaplamai,182.73,171.04,154.38,2026-01-15,2026-02-14,Kaplamai
15-01-2026,14-02-2026,Sondu,182.18,170.49,153.84,2026-01-15,2026-02-14,Sondu
15-01-2026,14-02-2026,Usenge,182.97,171.28,154.62,2026-01-15,2026-02-14,Usenge
15-01-2026,14-02-2026,Minjila,182.79,170.74,154.05,2026-01-15,2026-02-14,Minjila
15-01-2026,14-02-2026,Liboi,194.14,182.09,165.4,2026-01-15,2026-02-14,Liboi
15-01-2026,14-02-2026,Mogotio,181.11,169.41,152.76,2026-01-15,2026-02-14,Mogotio
15-01-2026,14-02-2026,Kaiboi,182.1,170.41,153.75,2026-01-15,2026-02-14,Kaiboi
15-01-2026,14-02-2026,Eldama Ravine,183.45,171.75,155.1,2026-01-15,2026-02-14,Eldama Ravine
15-01-2026,14-02-2026,Asilong,184.18,172.49,155.84,2026-01-15,2026-02-14,Asilong
15-01-2026,14-02-2026,Rodi Kopany,183.53,171.84,155.18,2026-01-15,2026-02-14,Rodi Kopany
15-01-2026,14-02-2026,Mombasa,179.24,167.19,150.49,2026-01-15,2026-02-14,Mombasa
15-01-2026,14-02-2026,Chuka,184.98,172.93,156.23,2026-01-15,2026-02-14,Chuka
15-01-2026,14-02-2026,Mutuobare,185.0,172.95,156.25,2026-01-15,2026-02-14,Mutuobare
15-01-2026,14-02-2026,Kapenguria,183.74,172.05,155.39,2026-01-15,2026-02-14,Kapenguria
15-01-2026,14-02-2026,Kibish,195.95,184.25,167.6,2026-01-15,2026-02-14,Kibish
15-01-2026,14-02-2026,Alale,185.48,173.79,157.14,2026-01-15,2026-02-14,Alale
15-01-2026,14-02-2026,Malava,182.64,170.95,154.29,2026-01-15,2026-02-14,Malava
15-01-2026,14-02-2026,Kilifi,180.11,168.06,151.36,2026-01-15,2026-02-14,Kilifi
15-01-2026,14-02-2026,Kitui,184.8,172.75,156.05,2026-01-15,2026-02-14,Kitui
15-01-2026,14-02-2026,North Horr,197.39,185.34,168.64,2026-01-15,2026-02-14,North Horr
15-01-2026,14-02-2026,Bungoma,183.33,171.64,154.99,2026-01-15,2026-02-14,Bungoma
15-01-2026,14-02-2026,Nakalale,193.91,182.22,165.56,2026-01-15,2026-02-14,Nakalale
15-01-2026,14-02-2026,Kunyao,184.9,173.21,156.55,2026-01-15,2026-02-14,Kunyao
15-01-2026,14-02-2026,Lugari,183.31,171.62,154.96,2026-01-15,2026-02-14,Lugari
15-01-2026,14-02-2026,Likoni Mainland,179.62,167.57,150.88,2026-01-15,2026-02-14,Likoni Mainland
15-01-2026,14-02-2026,Mwingi,185.47,173.42,156.72,2026-01-15,2026-02-14,Mwingi
15-01-2026,14-02-2026,Maikona,194.99,182.94,166.25,2026-01-15,2026-02-14,Maikona
15-01-2026,14-02-2026,Moiben,182.03,170.34,153.7,2026-01-15,2026-02-14,Moiben
15-01-2026,14-02-2026,Loima,187.72,176.03,159.37,2026-01-15,2026-02-14,Loima
15-01-2026,14-02-2026,Bomet,183.94,172.24,155.59,2026-01-15,2026-02-14,Bomet
15-01-2026,14-02-2026,Sengera,184.11,172.42,155.77,2026-01-15,2026-02-14,Sengera
15-01-2026,14-02-2026,Makuyu,182.65,170.6,153.9,2026-01-15,2026-02-14,Makuyu
15-01-2026,14-02-2026,Oldonyiro,186.23,174.17,157.48,2026-01-15,2026-02-14,Oldonyiro
15-01-2026,14-02-2026,Rumuruti,182.56,170.87,154.22,2026-01-15,2026-02-14,Rumuruti
15-01-2026,14-02-2026,Lokori,188.15,176.45,159.8,2026-01-15,2026-02-14,Lokori
15-01-2026,14-02-2026,Songor,183.69,172.0,155.34,2026-01-15,2026-02-14,Songor
15-01-2026,14-02-2026,Migori,184.9,173.2,156.55,2026-01-15,2026-02-14,Migori
15-01-2026,14-02-2026,Ogembo,183.8,172.11,155.46,2026-01-15,2026-02-14,Ogembo
15-01-2026,14-02-2026,Muranga,183.05,171.0,154.31,2026-01-15,2026-02-14,Muranga
15-01-2026,14-02-2026,Eldas,201.23,189.18,172.49,2026-01-15,2026-02-14,Eldas
15-01-2026,14-02-2026,Eldoret,182.38,170.68,154.03,2026-01-15,2026-02-14,Eldoret
15-01-2026,14-02-2026,Lokitaung,195.55,183.86,167.2,2026-01-15,2026-02-14,Lokitaung
15-01-2026,14-02-2026,Kapcherop,183.07,171.38,154.72,2026-01-15,2026-02-14,Kapcherop
15-01-2026,14-02-2026,Isebania,185.39,173.7,157.04,2026-01-15,2026-02-14,Isebania
15-01-2026,14-02-2026,Nyangusu,184.25,172.55,155.9,2026-01-15,2026-02-14,Nyangusu
15-01-2026,14-02-2026,Sagana,183.44,171.39,154.68,2026-01-15,2026-02-14,Sagana
15-01-2026,14-02-2026,Bute,196.12,184.07,167.37,2026-01-15,2026-02-14,Bute
15-01-2026,14-02-2026,Kiplombe,182.38,170.68,154.03,2026-01-15,2026-02-14,Kiplombe
15-01-2026,14-02-2026,Kapedo,186.89,175.19,158.54,2026-01-15,2026-02-14,Kapedo
15-01-2026,14-02-2026,Sambalat,184.25,172.56,155.91,2026-01-15,2026-02-14,Sambalat
15-01-2026,14-02-2026,Kericho,182.89,171.19,154.54,2026-01-15,2026-02-14,Kericho
15-01-2026,14-02-2026,Kaspokwony,183.89,172.2,155.54,2026-01-15,2026-02-14,Kaspokwony
15-01-2026,14-02-2026,Taru,179.7,167.65,150.97,2026-01-15,2026-02-14,Taru
15-01-2026,14-02-2026,Habaswein,194.02,181.97,165.26,2026-01-15,2026-02-14,Habaswein
15-01-2026,14-02-2026,Londiani,181.64,169.95,153.29,2026-01-15,2026-02-14,Londiani
15-01-2026,14-02-2026,Saboti,183.0,171.31,154.66,2026-01-15,2026-02-14,Saboti
15-01-2026,14-02-2026,Kipsaraman,185.46,173.77,157.12,2026-01-15,2026-02-14,Kipsaraman
15-01-2026,14-02-2026,Bondo,182.37,170.68,154.03,2026-01-15,2026-02-14,Bondo
15-01-2026,14-02-2026,Ntimaru,186.08,174.39,157.73,2026-01-15,2026-02-14,Ntimaru
15-01-2026,14-02-2026,Mwatate,182.01,169.96,153.27,2026-01-15,2026-02-14,Mwatate
15-01-2026,14-02-2026,Dadaab,191.75,179.7,163.01,2026-01-15,2026-02-14,Dadaab
15-01-2026,14-02-2026,Nyahururu,181.62,169.93,153.28,2026-01-15,2026-02-14,Nyahururu
15-01-2026,14-02-2026,Chepareria,184.1,172.4,155.75,2026-01-15,2026-02-14,Chepareria
